customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,clt_categories,predicted_income,final_income
2433.913419,0,72,28,29,0,1,345.6,Very Low,62219.0,62219.0
4921.752296,0,70,28,29,0,8,336.0,Very Low,32260.0,32260.0
4660.006868,0,67,11,87,0,3,482.4,Very Low,39049.0,39049.0
2541.522907,0,71,12,37,0,1,511.2,Very Low,29808.0,29808.0
11658.59927,19851,102,33,51,0,2,220.038588,Very Low,22166.0,19851.0
11131.56637,0,99,26,60,0,2,475.2,Very Low,22283.0,22283.0
4733.507343,0,62,5,41,0,3,740.838216,Very Low,23931.0,23931.0
8776.363448,28360,73,8,65,0,2,863.909989,Very Low,27756.0,28360.0
7804.022473,70833,193,15,33,0,1,926.4,Very Low,62534.0,70833.0
2522.256441,0,69,18,64,1,1,470.275242,Very Low,24124.0,24124.0
9536.338382,62421,80,22,50,2,2,384.0,Very Low,20290.0,62421.0
4711.080198,13933,62,25,32,0,6,49.364254,Very Low,12222.0,13933.0
3801.282266,40513,96,21,37,1,1,151.589577,Very Low,33555.0,40513.0
21159.30151,0,108,15,17,0,2,777.6,Low,13663.0,13663.0
6515.026481,47259,81,22,54,0,5,388.8,Very Low,21297.0,47259.0
4739.861234,35039,61,7,87,0,8,254.308991,Very Low,58643.0,35039.0
21240.94357,0,190,7,45,0,2,1368.0,Low,48107.0,48107.0
3980.838735,92539,101,2,61,0,1,707.408058,Very Low,18643.0,92539.0
4990.343538,0,71,3,84,0,6,849.666647,Very Low,58645.0,58645.0
2562.604728,92038,65,4,44,2,1,178.408186,Very Low,74298.0,92038.0
7355.349908,51789,61,33,31,0,2,435.835125,Very Low,19715.0,51789.0
5041.447024,61972,64,2,52,2,5,138.961963,Very Low,24224.0,61972.0
12731.95161,40870,105,3,56,0,2,504.0,Very Low,14390.0,40870.0
8879.790017,52583,113,12,59,0,7,528.20086,Very Low,24204.0,52583.0
2872.669164,79681,73,4,93,1,1,9.160139,Very Low,13128.0,79681.0
11058.22493,69792,137,1,95,0,3,696.757797,Very Low,51246.0,69792.0
7138.167712,19794,93,24,80,0,8,603.077136,Very Low,31614.0,19794.0
29037.47753,0,113,0,16,0,2,542.4,Low,31723.0,31723.0
8613.464627,26680,106,11,49,0,5,508.8,Very Low,31266.0,26680.0
3861.486269,93272,95,3,54,0,1,281.110788,Very Low,20396.0,93272.0
2482.915577,0,68,21,73,0,1,87.272319,Very Low,33247.0,33247.0
3133.018242,0,91,7,14,1,1,655.2,Very Low,29899.0,29899.0
7123.082388,21835,92,2,83,0,3,621.617047,Very Low,33291.0,21835.0
28435.64035,0,116,29,22,0,2,899.63718,Low,22094.0,22094.0
12741.84754,73054,106,34,36,1,2,419.365958,Very Low,50494.0,73054.0
3176.865609,35551,81,33,52,1,1,565.108501,Very Low,21546.0,35551.0
5470.060561,54507,138,20,11,0,1,702.990032,Very Low,88997.0,54507.0
4582.647706,0,67,27,7,0,7,321.6,Very Low,18779.0,18779.0
5350.214918,41336,68,33,25,0,5,263.090605,Very Low,50825.0,41336.0
5580.916514,31972,70,4,89,0,3,416.2618,Very Low,24589.0,31972.0
7048.544758,20416,93,33,68,0,7,446.4,Very Low,95697.0,20416.0
15306.22493,46338,193,24,68,0,9,19.46445,Very Low,22555.0,46338.0
9657.579498,0,131,34,61,0,9,628.8,Very Low,17723.0,17723.0
3985.319833,17220,105,10,24,0,1,504.0,Very Low,72421.0,17220.0
9816.528302,37256,62,15,7,0,2,128.969729,Very Low,36510.0,37256.0
37243.63312,53602,115,15,60,0,2,295.335363,Moderate,35396.0,53602.0
4122.964632,24732,107,18,44,0,1,72.771554,Very Low,25558.0,24732.0
2556.609217,23867,65,6,99,0,1,312.0,Very Low,28054.0,23867.0
17253.72944,0,124,2,85,0,2,928.817071,Very Low,25866.0,25866.0
36181.02892,0,180,15,87,0,2,864.0,Moderate,23675.0,23675.0
8427.172486,46503,215,4,21,1,1,1032.0,Very Low,28142.0,46503.0
2348.028868,0,63,21,61,0,1,453.6,Very Low,20819.0,20819.0
23675.02939,46268,199,34,17,1,2,842.000858,Low,33317.0,46268.0
4089.463358,60759,104,20,85,0,1,499.2,Very Low,26876.0,60759.0
2483.67134,75615,65,16,39,5,1,156.54837,Very Low,21442.0,75615.0
5278.183759,73742,68,10,60,0,3,27.210992,Very Low,71661.0,73742.0
13727.79972,0,126,12,4,0,2,604.8,Very Low,18047.0,18047.0
10963.95723,55687,276,33,91,0,1,1324.8,Very Low,43626.0,55687.0
5555.830205,74015,72,12,61,0,6,471.443077,Very Low,65103.0,74015.0
3261.01744,0,93,29,63,0,1,669.6,Very Low,17860.0,17860.0
11029.92619,37056,92,12,7,0,2,441.6,Very Low,12439.0,37056.0
4770.550911,12964,65,2,37,0,4,362.774545,Very Low,23671.0,12964.0
2734.328157,30916,70,6,50,0,1,21.143072,Very Low,37399.0,30916.0
3748.14406,0,106,24,27,0,1,508.8,Very Low,32314.0,32314.0
4770.550911,12964,65,2,37,0,4,362.774545,Very Low,27739.0,12964.0
8509.850887,26057,74,3,63,0,2,523.888845,Very Low,27681.0,26057.0
5421.04863,29981,71,4,9,0,3,340.8,Very Low,23665.0,29981.0
2916.41746,85210,74,23,76,0,1,100.517679,Very Low,28327.0,85210.0
13363.52356,86653,111,14,5,0,2,277.201278,Very Low,37937.0,86653.0
3974.858481,0,113,1,61,0,1,542.4,Very Low,43682.0,43682.0
14710.43268,22872,131,14,18,2,2,754.845659,Very Low,72608.0,22872.0
5936.344043,42889,74,31,18,0,7,177.321283,Very Low,36568.0,42889.0
2862.180262,74034,72,20,64,0,1,267.415871,Very Low,31708.0,74034.0
8427.172486,46503,215,4,21,1,1,1032.0,Very Low,21706.0,46503.0
8622.835375,97361,73,6,85,0,2,350.4,Very Low,28519.0,97361.0
2300.691547,25905,63,21,12,0,1,302.4,Very Low,21497.0,25905.0
10056.5083,16097,139,7,6,0,7,1000.8,Very Low,89451.0,16097.0
9118.148093,56446,114,2,8,0,3,547.2,Very Low,35773.0,56446.0
5507.242176,11343,72,14,78,0,8,154.750098,Very Low,24581.0,11343.0
10972.06778,24164,137,2,40,0,5,657.6,Very Low,43490.0,24164.0
7840.165778,58414,210,7,24,2,1,1008.0,Very Low,19831.0,58414.0
5504.139033,0,73,18,45,0,5,350.4,Very Low,11621.0,11621.0
4792.810444,24395,62,35,99,0,3,357.109603,Very Low,62448.0,24395.0
4187.77657,52471,103,35,57,0,1,163.955502,Very Low,25358.0,52471.0
2718.375247,30009,68,28,56,0,1,317.428826,Very Low,35461.0,30009.0
8257.666512,23815,73,4,47,0,2,424.330166,Very Low,52513.0,23815.0
12663.59666,27739,104,16,22,0,2,3.200851,Very Low,20742.0,27739.0
2647.519741,37876,69,13,15,0,1,300.056383,Very Low,93272.0,37876.0
4830.908873,0,72,3,64,0,3,345.6,Very Low,20166.0,20166.0
4558.428807,14665,61,6,82,0,3,292.8,Very Low,29735.0,14665.0
2127.92357,0,61,11,6,1,1,31.481852,Very Low,29658.0,29658.0
2546.866098,86595,63,1,77,0,1,445.621906,Very Low,33738.0,86595.0
4992.920887,24368,68,34,54,1,3,326.4,Very Low,33232.0,24368.0
12741.84754,73054,106,34,36,1,2,419.365958,Very Low,11854.0,73054.0
7863.02773,0,72,9,28,0,2,732.352745,Very Low,23843.0,23843.0
5131.360525,50994,128,16,48,0,1,346.387342,Very Low,17961.0,50994.0
2275.401583,0,64,23,66,0,1,460.8,Very Low,54695.0,54695.0
60556.19213,0,204,35,45,0,2,979.2,High,28140.0,28140.0
2356.074955,0,63,22,94,0,1,302.4,Very Low,39895.0,39895.0
28824.06193,0,87,13,3,1,2,626.4,Low,30814.0,30814.0
4978.950257,28695,64,17,87,0,4,221.241837,Very Low,37224.0,28695.0
6521.368813,72608,82,26,19,3,8,393.6,Very Low,47669.0,72608.0
7564.611951,48381,63,2,71,0,2,302.4,Very Low,28582.0,48381.0
11631.87866,0,152,8,94,0,7,1082.814636,Very Low,57107.0,57107.0
7180.283897,0,104,30,96,0,3,1210.245916,Very Low,12780.0,12780.0
12168.74492,14973,115,2,75,0,2,828.0,Very Low,21275.0,14973.0
2248.449633,24910,63,7,63,1,1,347.857619,Very Low,49161.0,24910.0
2530.332,50577,63,2,8,0,1,12.444326,Very Low,16997.0,50577.0
4653.094259,0,70,1,4,1,4,585.482275,Very Low,17780.0,17780.0
2354.322179,26184,62,1,92,0,1,297.6,Very Low,37573.0,26184.0
8417.159538,20215,112,10,8,0,7,537.6,Very Low,45893.0,20215.0
5717.743109,68342,72,33,39,0,5,148.738098,Very Low,17860.0,68342.0
4623.536706,0,133,18,2,0,1,957.6,Very Low,21509.0,21509.0
6521.368813,72608,82,26,19,3,8,393.6,Very Low,18120.0,72608.0
5507.155471,74960,69,11,44,1,3,107.985836,Very Low,31093.0,74960.0
2674.730716,56342,69,12,89,0,1,331.2,Very Low,24350.0,56342.0
5817.832355,86824,72,1,76,0,3,189.096179,Very Low,13542.0,86824.0
4646.387267,37530,117,26,58,0,1,561.6,Very Low,41539.0,37530.0
2226.589837,0,62,19,26,0,1,297.6,Very Low,30689.0,30689.0
7651.099258,53330,65,8,57,0,2,224.093027,Very Low,39101.0,53330.0
2305.056048,0,63,33,34,0,1,327.685301,Very Low,19683.0,19683.0
11960.47577,52436,76,3,38,0,2,109.476994,Very Low,24982.0,52436.0
11315.20373,11885,101,18,39,0,2,484.8,Very Low,31506.0,11885.0
7212.523911,0,97,26,25,0,3,498.779439,Very Low,20327.0,20327.0
5255.576016,44536,137,12,22,1,1,46.949646,Very Low,25261.0,44536.0
4794.96419,82763,61,28,78,0,3,245.163042,Very Low,17250.0,82763.0
2659.70565,0,87,4,4,3,1,420.041981,Very Low,28948.0,28948.0
27643.23508,63401,113,21,15,0,2,52.336233,Low,21947.0,63401.0
10083.48688,11828,90,18,84,0,2,571.479602,Very Low,39018.0,11828.0
5687.897911,99747,72,28,87,0,5,61.536107,Very Low,20252.0,99747.0
3059.426954,0,88,26,73,0,1,633.6,Very Low,39482.0,39482.0
4945.072236,78796,61,15,3,0,3,292.8,Very Low,23671.0,78796.0
8609.158215,79090,107,2,74,0,3,289.040734,Very Low,41479.0,79090.0
5157.053124,43906,65,6,53,0,6,468.0,Very Low,64987.0,43906.0
3748.99343,82189,94,20,17,0,1,354.081091,Very Low,16483.0,82189.0
7462.926263,70263,93,30,66,0,5,7.345946,Very Low,25074.0,70263.0
15063.50118,19132,207,25,15,0,3,1008.569798,Very Low,37125.0,19132.0
9657.579498,0,131,34,61,0,9,628.8,Very Low,34865.0,34865.0
2799.470318,78127,69,5,6,0,1,136.172569,Very Low,37399.0,78127.0
2759.978287,92296,69,4,65,0,1,331.2,Very Low,21070.0,92296.0
5392.499539,0,74,19,8,0,8,317.109447,Very Low,28663.0,28663.0
5392.502531,80550,68,16,67,3,7,265.516965,Very Low,28139.0,80550.0
3574.990725,51950,89,34,90,0,1,429.171384,Very Low,33397.0,51950.0
5608.172012,20392,73,23,85,0,9,350.4,Very Low,76114.0,20392.0
4754.653816,30886,61,8,36,0,6,8.315904,Very Low,13037.0,30886.0
2239.647297,0,66,2,76,0,1,475.2,Very Low,20993.0,20993.0
7356.383518,33089,61,10,61,0,2,292.8,Very Low,48029.0,33089.0
13283.86446,0,132,20,22,0,2,950.4,Very Low,16233.0,16233.0
6893.171997,0,68,8,72,0,2,326.4,Very Low,30718.0,30718.0
3966.129505,72439,100,5,22,1,1,480.0,Very Low,22908.0,72439.0
16548.85665,81639,82,33,26,0,2,47.952426,Very Low,21375.0,81639.0
5447.201066,68815,68,29,37,0,3,114.743385,Very Low,29664.0,68815.0
4644.90392,0,63,0,42,0,3,94.958688,Very Low,34335.0,34335.0
5318.89664,25134,67,3,0,0,6,321.6,Very Low,12503.0,25134.0
2491.257604,25965,65,23,27,0,1,329.206567,Very Low,28013.0,25965.0
12296.49757,55193,105,8,22,1,2,504.0,Very Low,34640.0,55193.0
6273.911874,18577,86,21,76,0,6,412.8,Very Low,16370.0,18577.0
6366.225775,44368,80,5,72,0,3,384.0,Very Low,29215.0,44368.0
6005.847375,13528,86,21,35,0,3,412.8,Very Low,26841.0,13528.0
11981.98481,21514,62,0,59,0,2,257.248789,Very Low,20705.0,21514.0
11885.96797,0,105,7,20,0,2,756.0,Very Low,33068.0,33068.0
17109.39447,87139,213,18,27,0,3,363.865389,Very Low,34516.0,87139.0
4717.62873,20355,61,4,6,1,3,439.2,Very Low,17588.0,20355.0
4778.682644,0,73,8,17,2,9,350.4,Very Low,19581.0,19581.0
2402.333284,46210,61,24,44,3,1,439.2,Very Low,23129.0,46210.0
13197.92893,0,68,19,2,3,2,326.4,Very Low,16707.0,16707.0
29232.69297,28613,114,17,8,0,2,820.8,Low,28513.0,28613.0
8509.850887,26057,74,3,63,0,2,523.888845,Very Low,16154.0,26057.0
4774.379355,0,73,1,31,0,3,525.6,Very Low,26351.0,26351.0
9113.694323,76700,112,13,60,0,5,322.046658,Very Low,43282.0,76700.0
7663.871432,0,109,5,95,0,3,523.2,Very Low,11276.0,11276.0
2599.968438,45181,65,21,68,0,1,312.0,Very Low,28215.0,45181.0
8819.018934,99845,110,23,25,1,8,528.0,Very Low,21986.0,99845.0
6857.519928,0,101,31,1,0,3,1021.719397,Very Low,14254.0,14254.0
7109.341438,92423,88,5,79,0,6,404.243868,Very Low,24279.0,92423.0
2842.822337,43793,71,8,31,0,1,16.150175,Very Low,20368.0,43793.0
12846.4477,93210,107,6,9,2,2,513.6,Very Low,25778.0,93210.0
3498.773857,58484,88,15,65,1,1,43.542559,Very Low,43860.0,58484.0
6005.214792,26876,76,17,72,0,8,364.8,Very Low,17343.0,26876.0
4344.524462,48054,109,2,64,0,1,523.2,Very Low,23634.0,48054.0
25401.51859,36800,91,20,18,0,2,236.63519,Low,21542.0,36800.0
4466.977478,28663,61,15,8,4,7,292.8,Very Low,55350.0,28663.0
7849.125533,54431,97,19,62,0,3,284.49502,Very Low,11432.0,54431.0
4250.775183,27608,108,30,89,0,1,308.953614,Very Low,27093.0,27608.0
6073.241952,22103,89,4,74,1,3,427.2,Very Low,38961.0,22103.0
6729.867925,0,103,13,20,0,9,741.6,Very Low,22711.0,22711.0
2588.860221,46168,65,1,7,0,1,312.0,Very Low,49648.0,46168.0
7305.936433,83221,91,21,63,0,3,14.386157,Very Low,14072.0,83221.0
8531.401125,98677,105,3,40,0,9,108.025547,Very Low,30814.0,98677.0
8618.295865,46379,72,11,57,0,2,345.6,Very Low,14909.0,46379.0
4957.033603,62803,62,16,12,0,5,400.959425,Very Low,26876.0,62803.0
12255.12414,0,177,0,6,0,7,1274.4,Very Low,36168.0,36168.0
9624.938903,0,134,26,88,0,4,964.8,Very Low,29730.0,29730.0
7080.131872,28139,97,31,65,2,3,465.6,Very Low,21236.0,28139.0
7053.302737,52982,89,8,54,0,3,31.356274,Very Low,27083.0,52982.0
5365.54161,77095,68,22,59,1,4,461.841879,Very Low,19066.0,77095.0
4306.55935,26322,111,8,94,2,1,180.346146,Very Low,15514.0,26322.0
5970.816921,25125,81,12,91,1,3,583.2,Very Low,29505.0,25125.0
8879.790017,52583,113,12,59,0,7,528.20086,Very Low,31356.0,52583.0
4458.113369,17622,65,1,36,1,3,312.0,Very Low,21114.0,17622.0
5565.892477,90607,70,8,89,0,3,311.514116,Very Low,16171.0,90607.0
5813.242121,42795,73,2,38,0,4,350.4,Very Low,11811.0,42795.0
8365.963454,27042,110,17,3,0,7,1263.325007,Very Low,22842.0,27042.0
7275.921106,27984,62,7,51,1,2,445.361629,Very Low,36776.0,27984.0
15083.78498,26021,126,6,32,0,2,331.847478,Very Low,22906.0,26021.0
8458.912476,25448,71,11,59,0,2,345.022359,Very Low,21450.0,25448.0
8010.968982,52009,68,20,29,0,2,250.416569,Very Low,18866.0,52009.0
2514.428561,23504,69,19,56,0,1,374.399828,Very Low,38961.0,23504.0
4112.625047,0,71,16,90,3,9,569.761582,Very Low,19589.0,19589.0
4369.697742,40774,110,28,59,1,1,394.968488,Very Low,23867.0,40774.0
7356.010439,36812,92,23,98,1,4,392.695097,Very Low,25198.0,36812.0
10656.88195,72540,88,7,3,0,2,631.743039,Very Low,33967.0,72540.0
5365.975978,51240,70,0,37,2,5,283.849464,Very Low,30250.0,51240.0
6047.02516,20396,76,15,60,1,4,364.8,Very Low,72608.0,20396.0
2885.742441,35654,72,17,19,0,1,515.122954,Very Low,21359.0,35654.0
2635.148447,93884,65,7,10,0,1,312.0,Very Low,12454.0,93884.0
2413.888405,0,68,6,35,0,1,379.209349,Very Low,25998.0,25998.0
8341.929905,30344,107,29,79,0,9,342.832065,Very Low,22562.0,30344.0
2487.256248,28738,62,2,95,0,1,81.609951,Very Low,36060.0,28738.0
9212.613275,70958,115,1,57,0,7,115.400119,Very Low,22976.0,70958.0
16407.66461,22103,109,16,31,0,2,160.338007,Very Low,26721.0,22103.0
7017.145586,0,103,29,91,0,6,741.6,Very Low,26906.0,26906.0
5481.502923,70795,68,10,95,0,4,177.948654,Very Low,17120.0,70795.0
10382.38098,32821,129,35,40,0,4,25.89566,Very Low,35970.0,32821.0
5498.940679,22520,73,17,64,0,3,350.4,Very Low,22081.0,22520.0
4846.322223,0,72,31,75,0,9,518.4,Very Low,17514.0,17514.0
14718.11779,56263,93,27,31,0,2,446.4,Very Low,35095.0,56263.0
9656.759549,0,72,17,52,0,2,345.6,Very Low,21636.0,21636.0
4466.101762,0,64,25,33,0,5,307.2,Very Low,12201.0,12201.0
21423.63723,0,65,9,31,0,2,312.0,Low,32787.0,32787.0
2531.73969,31993,66,14,4,1,1,39.627399,Very Low,18287.0,31993.0
8378.357502,40994,106,8,94,0,8,60.227339,Very Low,39452.0,40994.0
5093.007525,29638,64,19,16,0,8,307.2,Very Low,13037.0,29638.0
13352.56134,0,119,18,65,0,2,729.595208,Very Low,26670.0,26670.0
14206.98091,26056,73,17,73,0,2,355.558088,Very Low,28995.0,26056.0
10232.85415,22821,131,26,99,0,3,740.05751,Very Low,25180.0,22821.0
15435.68882,84581,96,25,50,0,2,4.334425,Very Low,13528.0,84581.0
8641.046574,22193,74,13,74,0,2,415.535724,Very Low,12617.0,22193.0
7334.915821,30969,63,26,79,1,2,358.225234,Very Low,18287.0,30969.0
7462.926263,70263,93,30,66,0,5,7.345946,Very Low,76157.0,70263.0
3635.028312,35056,96,12,52,3,1,460.8,Very Low,29295.0,35056.0
5525.836623,73435,69,9,25,0,4,331.2,Very Low,29215.0,73435.0
4335.353131,86096,108,30,1,0,1,518.4,Very Low,13411.0,86096.0
4832.117309,0,139,6,9,0,1,1000.8,Very Low,53808.0,53808.0
9267.920019,55808,116,31,4,0,7,551.413755,Very Low,17130.0,55808.0
14700.49784,29695,94,34,66,0,2,554.143798,Very Low,10517.0,29695.0
4905.127076,88043,61,2,43,0,3,188.717606,Very Low,58842.0,88043.0
7289.297853,60875,92,0,84,0,3,410.846025,Very Low,22355.0,60875.0
8478.824155,0,77,25,48,0,2,12.603783,Very Low,15648.0,15648.0
7952.836873,0,118,0,67,0,8,849.6,Very Low,40602.0,40602.0
2869.997625,70974,71,15,0,0,1,340.8,Very Low,35625.0,70974.0
10529.84867,37518,131,35,91,0,6,472.850932,Very Low,30492.0,37518.0
5497.659883,28128,70,6,52,0,4,336.0,Very Low,25915.0,28128.0
7090.468528,45254,93,4,25,3,4,446.4,Very Low,62464.0,45254.0
26416.25478,85537,108,4,91,0,2,285.276083,Low,49529.0,85537.0
2727.682464,74608,68,11,4,1,1,407.68374,Very Low,23376.0,74608.0
11814.53241,41004,102,15,26,3,2,489.6,Very Low,19352.0,41004.0
4090.750678,38884,102,4,87,0,1,423.819864,Very Low,25251.0,38884.0
5181.620895,97131,64,5,80,0,6,307.2,Very Low,20497.0,97131.0
6172.392406,0,84,6,93,0,7,403.2,Very Low,28513.0,28513.0
2487.358049,22331,64,11,12,0,1,61.20919,Very Low,24711.0,22331.0
13094.2046,37541,109,10,31,0,2,96.212835,Very Low,23705.0,37541.0
4688.459288,27357,61,19,48,0,5,292.8,Very Low,40864.0,27357.0
2703.466256,0,72,19,48,0,1,41.927219,Very Low,20943.0,20943.0
11315.20373,11885,101,18,39,0,2,484.8,Very Low,21033.0,11885.0
8679.838135,52717,109,5,60,0,8,60.151529,Very Low,83846.0,52717.0
5979.724161,57693,76,16,56,0,3,547.2,Very Low,37256.0,57693.0
10996.71336,0,104,29,73,0,2,748.8,Very Low,14957.0,14957.0
11718.41696,73903,73,30,39,0,2,439.361029,Very Low,22276.0,73903.0
42462.96794,0,281,16,92,1,2,1499.806352,Moderate,61726.0,61726.0
6941.872931,0,111,3,73,3,6,532.8,Very Low,25378.0,25378.0
2551.314013,79452,65,33,75,0,1,187.683707,Very Low,24732.0,79452.0
10656.88195,72540,88,7,3,0,2,631.743039,Very Low,17961.0,72540.0
9333.333631,89513,116,5,12,0,6,232.945977,Very Low,27800.0,89513.0
7507.455372,60920,64,10,61,0,2,231.201886,Very Low,23916.0,60920.0
5320.081159,88669,66,9,18,1,4,213.574473,Very Low,61675.0,88669.0
8609.158215,79090,107,2,74,0,3,289.040734,Very Low,52497.0,79090.0
12298.6863,17101,113,1,88,0,2,542.4,Very Low,20090.0,17101.0
7285.030983,44788,61,6,48,0,2,386.031248,Very Low,37751.0,44788.0
6714.070698,0,93,8,42,1,3,604.270179,Very Low,18768.0,18768.0
2810.464447,26790,71,4,41,0,1,340.8,Very Low,13129.0,26790.0
15320.37177,81955,126,3,21,0,2,720.054248,Very Low,10211.0,81955.0
8488.561363,80213,70,12,17,0,2,440.268527,Very Low,48473.0,80213.0
2379.195759,0,66,3,21,0,1,90.989464,Very Low,36839.0,36839.0
13334.26763,47950,170,23,86,1,8,780.990942,Very Low,50825.0,47950.0
3123.080994,0,101,1,83,4,1,960.115399,Very Low,14030.0,14030.0
2382.706153,0,65,8,50,0,1,312.0,Very Low,20282.0,20282.0
7812.889738,72353,66,27,15,0,2,316.8,Very Low,35830.0,72353.0
14024.35839,81872,115,10,55,0,2,256.43803,Very Low,10511.0,81872.0
5334.784887,74606,68,2,34,0,5,109.112713,Very Low,17557.0,74606.0
9700.35416,0,138,23,54,0,3,993.6,Very Low,64429.0,64429.0
5703.288862,41438,72,8,39,0,9,323.836677,Very Low,26245.0,41438.0
4280.747008,52679,110,25,21,2,1,528.0,Very Low,17483.0,52679.0
3398.052277,0,101,4,60,0,1,1183.780098,Very Low,21708.0,21708.0
11044.10847,44524,70,28,42,0,2,200.768848,Very Low,14465.0,44524.0
3237.996209,60244,83,3,72,3,1,326.281835,Very Low,29899.0,60244.0
25805.26839,22711,82,8,74,0,2,393.6,Low,71391.0,22711.0
17497.52201,0,73,9,94,0,2,350.4,Very Low,57449.0,57449.0
22261.0224,50398,71,18,51,0,2,339.42418,Low,14209.0,50398.0
9006.598402,0,86,19,99,1,2,412.8,Very Low,35984.0,35984.0
9904.977027,0,66,1,73,0,2,475.2,Very Low,16513.0,16513.0
7432.203079,0,102,16,34,0,5,1037.274096,Very Low,26924.0,26924.0
8150.573759,0,114,11,20,0,3,1310.46158,Very Low,23120.0,23120.0
4956.247235,87197,63,35,45,0,3,247.402353,Very Low,22567.0,87197.0
6537.051379,0,100,22,24,0,3,720.0,Very Low,17557.0,17557.0
9448.833931,85221,117,11,42,0,4,516.907624,Very Low,39786.0,85221.0
7519.133631,96306,95,12,17,1,6,185.355353,Very Low,23203.0,96306.0
2409.368488,0,66,3,97,0,1,316.8,Very Low,12964.0,12964.0
17041.4383,22249,64,4,88,0,2,455.191595,Very Low,61402.0,22249.0
4398.047053,0,62,6,62,0,3,382.067564,Very Low,41004.0,41004.0
5470.060561,54507,138,20,11,0,1,702.990032,Very Low,23650.0,54507.0
3173.032243,0,101,34,52,4,1,484.8,Very Low,51721.0,51721.0
13258.17973,20754,184,19,15,0,7,1324.8,Very Low,68321.0,20754.0
13045.37088,0,190,21,35,1,7,1654.202174,Very Low,25708.0,25708.0
2560.691306,30027,65,13,10,0,1,312.0,Very Low,41770.0,30027.0
3387.77901,23156,88,9,6,2,1,422.4,Very Low,17920.0,23156.0
6439.330195,0,93,7,85,0,4,669.6,Very Low,16266.0,16266.0
7078.948599,23222,90,10,66,0,4,252.938842,Very Low,23749.0,23222.0
2417.763236,0,65,16,90,0,1,468.0,Very Low,47234.0,47234.0
20492.7355,27317,102,30,12,0,2,489.6,Low,40376.0,27317.0
7805.31287,21073,106,25,54,1,3,508.8,Very Low,72608.0,21073.0
22062.54841,0,225,26,53,0,2,1620.0,Low,46587.0,46587.0
11218.44173,69268,93,31,20,0,2,19.170855,Very Low,34398.0,69268.0
5427.484591,74561,68,0,23,1,5,234.393625,Very Low,18768.0,74561.0
2592.437797,72421,65,8,23,0,1,312.0,Very Low,35704.0,72421.0
2601.351096,0,71,4,18,0,1,17.029835,Very Low,55067.0,55067.0
8433.228985,57961,72,27,64,0,2,38.513959,Very Low,23059.0,57961.0
2967.670797,35205,76,7,11,0,1,178.839506,Very Low,51643.0,35205.0
5380.091626,0,74,19,41,0,8,59.026302,Very Low,46928.0,46928.0
8059.893671,72309,68,3,51,0,2,244.727144,Very Low,12266.0,72309.0
8444.840217,76352,109,17,9,2,4,501.83778,Very Low,22590.0,76352.0
9655.442955,0,100,30,4,2,2,720.0,Very Low,31278.0,31278.0
8178.235107,29057,102,22,24,0,3,489.6,Very Low,47122.0,29057.0
2353.179121,0,66,11,73,0,1,501.153571,Very Low,60260.0,60260.0
8058.659713,25595,101,5,86,0,9,484.8,Very Low,12677.0,25595.0
8012.365866,58058,67,28,49,0,2,355.198918,Very Low,18241.0,58058.0
16473.16905,22828,106,11,54,0,2,508.8,Very Low,12454.0,22828.0
5907.151868,0,81,8,47,0,8,390.161912,Very Low,22955.0,22955.0
8257.666512,23815,73,4,47,0,2,424.330166,Very Low,42142.0,23815.0
4954.292104,45329,65,13,7,3,4,312.0,Very Low,20369.0,45329.0
43026.52149,59349,119,15,41,0,2,222.032326,Moderate,30374.0,59349.0
3794.964613,19794,105,1,78,0,1,504.0,Very Low,50825.0,19794.0
2537.383207,92401,64,30,37,0,1,50.359627,Very Low,42846.0,92401.0
8026.04923,0,109,10,20,0,6,898.430079,Very Low,25752.0,25752.0
7786.676381,83000,97,29,76,1,6,378.5566,Very Low,34886.0,83000.0
5256.923177,77693,65,30,15,0,7,225.045919,Very Low,36529.0,77693.0
8256.2978,62902,69,14,94,0,2,159.383042,Very Low,76731.0,62902.0
2453.336242,0,70,5,70,2,1,449.601961,Very Low,28314.0,28314.0
4312.769798,43386,111,17,35,0,1,413.002348,Very Low,19112.0,43386.0
5556.91458,29120,72,31,77,0,3,345.6,Very Low,58414.0,29120.0
8693.995589,48893,110,9,26,0,3,787.88953,Very Low,66676.0,48893.0
11830.95192,92931,146,6,38,0,7,503.144025,Very Low,51205.0,92931.0
4506.485006,15462,115,34,18,0,1,611.941558,Very Low,22981.0,15462.0
4159.593921,0,62,1,64,0,3,446.4,Very Low,13376.0,13376.0
4462.445111,70088,112,0,33,0,1,536.481665,Very Low,49447.0,70088.0
2515.259002,25558,63,31,11,0,1,453.6,Very Low,19168.0,25558.0
8007.399376,0,112,12,93,0,3,537.6,Very Low,20283.0,20283.0
9901.278118,0,134,24,51,0,3,643.2,Very Low,35159.0,35159.0
12282.84085,36328,155,6,21,0,4,388.148089,Very Low,27369.0,36328.0
44468.02303,32948,127,20,46,1,2,1428.972913,Moderate,27444.0,32948.0
8184.585992,69114,103,9,68,0,4,162.199584,Very Low,26149.0,69114.0
16007.94954,45302,133,4,34,0,2,638.4,Very Low,33157.0,45302.0
6361.845408,0,88,28,23,0,4,110.527627,Very Low,59207.0,59207.0
